# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 42K of event 'cycles'
# Event count (approx.): 8473004961970
#
# Children      Self  Command          Shared Object               Symbol                                  
# ........  ........  ...............  ..........................  ........................................
#
     0.01%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] charge_memcg
     0.01%     0.00%  iou-wrk-3478     [kernel.vmlinux]            [k] cgroup_rstat_updated
     0.01%     0.01%  iou-wrk-3479     [kernel.vmlinux]            [k] atime_needs_update
     0.01%     0.01%  iou-wrk-3453     [kernel.vmlinux]            [k] dequeue_task
     0.01%     0.01%  iou-wrk-3467     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] xa_get_order
     0.01%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] update_rq_clock
     0.01%     0.01%  iou-wrk-3441     [kernel.vmlinux]            [k] native_sched_clock
     0.01%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] sched_clock_cpu
     0.01%     0.01%  iou-wrk-3449     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-3449     [kernel.vmlinux]            [k] io_clean_op
     0.01%     0.01%  iou-wrk-3467     [kernel.vmlinux]            [k] cgroup_rstat_updated
     0.01%     0.01%  iou-wrk-3442     [kernel.vmlinux]            [k] __xas_next
     0.01%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3467     [kernel.vmlinux]            [k] update_min_vruntime
     0.01%     0.01%  iou-wrk-3479     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-3463     [kernel.vmlinux]            [k] iov_iter_restore
     0.01%     0.01%  iou-wrk-3450     [kernel.vmlinux]            [k] enqueue_timer
     0.01%     0.00%  iou-wrk-3452     [kernel.vmlinux]            [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3452     [kernel.vmlinux]            [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3463     [kernel.vmlinux]            [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3463     [kernel.vmlinux]            [k] sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3441     [kernel.vmlinux]            [k] iov_iter_restore
     0.01%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] bio_alloc_bioset
     0.01%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3455     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-3471     [kernel.vmlinux]            [k] io_wq_worker_sleeping
     0.01%     0.01%  iou-wrk-3447     [kernel.vmlinux]            [k] pick_next_entity
     0.01%     0.01%  iou-wrk-3461     [kernel.vmlinux]            [k] pick_next_entity
     0.01%     0.01%  iou-wrk-3457     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.01%  iou-wrk-3442     [kernel.vmlinux]            [k] percpu_counter_add_batch
     0.01%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] mem_cgroup_charge_statistics.isra.0
     0.01%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] __hrtimer_run_queues
     0.01%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] hrtimer_interrupt
     0.01%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3453     [kernel.vmlinux]            [k] ext4_inode_block_valid
     0.01%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] __check_block_validity.constprop.0
     0.01%     0.00%  iou-wrk-3477     [kernel.vmlinux]            [k] make_kuid
     0.01%     0.01%  iou-wrk-3465     [kernel.vmlinux]            [k] iterate_groups.isra.0
     0.01%     0.01%  iou-wrk-3472     [kernel.vmlinux]            [k] fput_many
     0.01%     0.01%  iou-wrk-3472     [kernel.vmlinux]            [k] __calc_delta
     0.01%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] charge_memcg
     0.01%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] ext4_map_blocks
     0.01%     0.01%  iou-wrk-3446     [kernel.vmlinux]            [k] iterate_groups.isra.0
     0.01%     0.01%  iou-wrk-3476     [kernel.vmlinux]            [k] pick_next_entity
     0.01%     0.00%  iou-wrk-3451     [kernel.vmlinux]            [k] io_wq_worker_sleeping
     0.01%     0.01%  iou-wrk-3466     [kernel.vmlinux]            [k] io_clean_op
     0.01%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] internal_add_timer
     0.01%     0.01%  iou-wrk-3454     [kernel.vmlinux]            [k] dequeue_task
     0.01%     0.00%  iou-wrk-3477     [kernel.vmlinux]            [k] charge_memcg
     0.01%     0.01%  iou-wrk-3458     [kernel.vmlinux]            [k] bio_alloc_bioset
     0.01%     0.01%  iou-wrk-3481     [kernel.vmlinux]            [k] workingset_age_nonresident
     0.01%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] __activate_page
     0.01%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] set_next_entity
     0.01%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] charge_memcg
     0.01%     0.00%  iou-wrk-3467     [kernel.vmlinux]            [k] selinux_file_permission
     0.01%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] io_assign_current_work
     0.01%     0.01%  iou-wrk-3468     [kernel.vmlinux]            [k] kfree
     0.01%     0.01%  iou-wrk-3450     [kernel.vmlinux]            [k] __io_complete_rw_common
     0.01%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] ext4_map_blocks
     0.01%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] ext4_map_blocks
     0.01%     0.00%  iou-wrk-3467     [kernel.vmlinux]            [k] psi_memstall_enter
     0.01%     0.00%  iou-wrk-3460     [kernel.vmlinux]            [k] submit_bio_checks
     0.01%     0.01%  iou-wrk-3468     [kernel.vmlinux]            [k] update_cfs_group
     0.01%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] internal_add_timer
     0.01%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] psi_task_change
     0.01%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] __mem_cgroup_charge
     0.01%     0.01%  iou-wrk-3449     [kernel.vmlinux]            [k] enqueue_timer
     0.01%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] workingset_activation
     0.01%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-3461     [kernel.vmlinux]            [k] rb_erase
     0.01%     0.00%  iou-wrk-3452     [kernel.vmlinux]            [k] internal_add_timer
     0.01%     0.01%  iou-wrk-3441     [kernel.vmlinux]            [k] __next_zones_zonelist
     0.01%     0.00%  iou-wrk-3447     [kernel.vmlinux]            [k] raw_spin_rq_lock_nested.constprop.0
     0.01%     0.01%  iou-wrk-3468     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] __add_to_page_cache_locked
     0.01%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3446     [kernel.vmlinux]            [k] __sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3456     [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.01%     0.01%  iou-wrk-3457     [kernel.vmlinux]            [k] io_wqe_dec_running
     0.01%     0.01%  iou-wrk-3462     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.00%  iou-wrk-3460     [kernel.vmlinux]            [k] security_file_permission
     0.01%     0.01%  iou-wrk-3440     [kernel.vmlinux]            [k] update_min_vruntime
     0.01%     0.01%  iou-wrk-3465     [kernel.vmlinux]            [k] rb_next
     0.01%     0.00%  iou-wrk-3451     [kernel.vmlinux]            [k] internal_add_timer
     0.01%     0.00%  iou-wrk-3468     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.01%  iou-wrk-3478     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] workingset_activation
     0.01%     0.01%  iou-wrk-3469     [kernel.vmlinux]            [k] __wrgsbase_inactive
     0.01%     0.01%  iou-wrk-3468     [kernel.vmlinux]            [k] map_id_range_down
     0.01%     0.00%  iou-wrk-3446     [kernel.vmlinux]            [k] selinux_file_permission
     0.01%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] internal_add_timer
     0.01%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] psi_task_change
     0.01%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] psi_task_change
     0.01%     0.01%  iou-wrk-3481     [kernel.vmlinux]            [k] percpu_counter_add_batch
     0.01%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] submit_bio_checks
     0.01%     0.00%  iou-wrk-3446     [kernel.vmlinux]            [k] io_wq_worker_sleeping
     0.01%     0.01%  iou-wrk-3475     [kernel.vmlinux]            [k] enqueue_timer
     0.01%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] internal_add_timer
     0.01%     0.01%  iou-wrk-3449     [kernel.vmlinux]            [k] update_rq_clock
     0.01%     0.01%  iou-wrk-3468     [kernel.vmlinux]            [k] _raw_spin_unlock_irqrestore
     0.01%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] __sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] hrtimer_interrupt
     0.01%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3469     [kernel.vmlinux]            [k] __switch_to
     0.01%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] internal_add_timer
     0.01%     0.00%  iou-wrk-3463     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.01%  iou-wrk-3446     [kernel.vmlinux]            [k] enqueue_timer
     0.01%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] io_wq_worker_sleeping
     0.01%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] internal_add_timer
     0.01%     0.00%  iou-wrk-3478     [kernel.vmlinux]            [k] check_cfs_rq_runtime
     0.01%     0.01%  iou-wrk-3469     [kernel.vmlinux]            [k] workingset_age_nonresident
     0.01%     0.01%  iou-wrk-3451     [kernel.vmlinux]            [k] __calc_delta
     0.01%     0.01%  iou-wrk-3461     [kernel.vmlinux]            [k] io_clean_op
     0.01%     0.01%  iou-wrk-3444     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.01%  iou-wrk-3459     [kernel.vmlinux]            [k] io_clean_op
     0.01%     0.00%  iou-wrk-3440     [kernel.vmlinux]            [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3467     [kernel.vmlinux]            [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] ext4_map_blocks
     0.01%     0.01%  iou-wrk-3440     [kernel.vmlinux]            [k] io_cqring_ev_posted
     0.01%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] xa_get_order
     0.01%     0.01%  iou-wrk-3456     [kernel.vmlinux]            [k] pick_next_entity
     0.01%     0.01%  iou-wrk-3481     [kernel.vmlinux]            [k] down_read
     0.01%     0.00%  iou-wrk-3468     [kernel.vmlinux]            [k] workingset_activation
     0.01%     0.01%  iou-wrk-3473     [kernel.vmlinux]            [k] xas_start
     0.01%     0.01%  iou-wrk-3482     [kernel.vmlinux]            [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3468     [kernel.vmlinux]            [k] ext4_map_blocks
     0.01%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] put_prev_entity
     0.01%     0.01%  iou-wrk-3461     [kernel.vmlinux]            [k] update_min_vruntime
     0.01%     0.00%  iou-wrk-3477     [kernel.vmlinux]            [k] io_wq_worker_sleeping
     0.01%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] atime_needs_update
     0.01%     0.01%  iou-wrk-3445     [kernel.vmlinux]            [k] iterate_groups.isra.0
     0.01%     0.01%  iou-wrk-3444     [kernel.vmlinux]            [k] selinux_file_permission
     0.01%     0.00%  iou-wrk-3471     [kernel.vmlinux]            [k] atime_needs_update
     0.01%     0.00%  iou-wrk-3471     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.01%  iou-wrk-3453     [kernel.vmlinux]            [k] pick_next_entity
     0.01%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] put_prev_entity
     0.01%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] io_req_complete_post
     0.01%     0.01%  iou-wrk-3462     [kernel.vmlinux]            [k] rcu_all_qs
     0.01%     0.01%  iou-wrk-3466     [kernel.vmlinux]            [k] cpuacct_charge
     0.01%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] asm_sysvec_apic_timer_interrupt
     0.01%     0.01%  iou-wrk-3465     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.01%  iou-wrk-3447     [kernel.vmlinux]            [k] io_wq_worker_running
     0.01%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] __mod_memcg_lruvec_state
     0.01%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] ext4_map_blocks
     0.01%     0.01%  iou-wrk-3440     [kernel.vmlinux]            [k] update_cfs_group
     0.01%     0.01%  iou-wrk-3446     [kernel.vmlinux]            [k] kfree
     0.01%     0.00%  swapper          [kernel.vmlinux]            [k] cpumask_next_and
     0.01%     0.01%  iou-wrk-3459     [kernel.vmlinux]            [k] __update_load_avg_se
     0.01%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.00%  iou-wrk-3446     [kernel.vmlinux]            [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3446     [kernel.vmlinux]            [k] charge_memcg
     0.01%     0.00%  fio              [kernel.vmlinux]            [k] arch_dup_task_struct
     0.01%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] set_next_entity
     0.01%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] __rmqueue_pcplist
     0.01%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] scheduler_tick
     0.01%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] tick_sched_handle.isra.0
     0.01%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] update_process_times
     0.01%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] update_process_times
     0.01%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] __hrtimer_run_queues
     0.01%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] hrtimer_interrupt
     0.01%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] tick_sched_handle.isra.0
     0.01%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] tick_sched_timer
     0.01%     0.00%  fio              [kernel.vmlinux]            [k] clockevents_program_event
     0.01%     0.00%  iou-wrk-3467     [kernel.vmlinux]            [k] psi_task_change
     0.01%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] reweight_entity
     0.01%     0.00%  iou-wrk-3468     [kernel.vmlinux]            [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3468     [kernel.vmlinux]            [k] charge_memcg
     0.01%     0.01%  iou-wrk-3471     [kernel.vmlinux]            [k] io_clean_op
     0.01%     0.00%  fio              [kernel.vmlinux]            [k] __kmalloc_node
     0.01%     0.01%  iou-wrk-3454     [kernel.vmlinux]            [k] atime_needs_update
     0.01%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] touch_atime
     0.01%     0.01%  iou-wrk-3448     [kernel.vmlinux]            [k] switch_mm_irqs_off
     0.01%     0.00%  iou-wrk-3471     [kernel.vmlinux]            [k] __mem_cgroup_charge
     0.01%     0.01%  iou-wrk-3448     [kernel.vmlinux]            [k] iterate_groups.isra.0
     0.01%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] atime_needs_update
     0.01%     0.01%  iou-wrk-3448     [kernel.vmlinux]            [k] selinux_file_permission
     0.01%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] charge_memcg
     0.01%     0.01%  iou-wrk-3482     [kernel.vmlinux]            [k] rcu_all_qs
     0.01%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] lock_timer_base
     0.01%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] cgroup_rstat_updated
     0.01%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] submit_bio_checks
     0.01%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] put_prev_entity
     0.01%     0.01%  iou-wrk-3442     [kernel.vmlinux]            [k] ext4_es_lookup_extent
