# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 853K of event 'cycles'
# Event count (approx.): 81032972670636
#
# Children      Self  Command          Shared Object       Symbol                                    
# ........  ........  ...............  ..................  ..........................................
#
     0.02%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] io_assign_current_work
     0.02%     0.00%  iou-wrk-3223     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.02%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] set_next_entity
     0.02%     0.01%  iou-wrk-3228     [kernel.vmlinux]    [k] submit_bio_checks
     0.02%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.02%     0.01%  fio              [kernel.vmlinux]    [k] __entry_text_start
     0.02%     0.02%  iou-wrk-3223     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3220     [kernel.vmlinux]    [k] workingset_refault
     0.02%     0.02%  iou-wrk-3232     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3225     [kernel.vmlinux]    [k] io_req_complete_post
     0.02%     0.01%  iou-wrk-3223     [kernel.vmlinux]    [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3233     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.02%     0.01%  iou-wrk-3230     [kernel.vmlinux]    [k] submit_bio_checks
     0.02%     0.00%  iou-wrk-3200     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-3215     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-3196     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-3194     [kernel.vmlinux]    [k] ext4_inode_block_valid
     0.02%     0.01%  iou-wrk-3202     [kernel.vmlinux]    [k] submit_bio_checks
     0.02%     0.01%  iou-wrk-3216     [kernel.vmlinux]    [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] io_assign_current_work
     0.02%     0.01%  iou-wrk-3208     [kernel.vmlinux]    [k] security_file_permission
     0.02%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.02%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] io_dismantle_req
     0.02%     0.02%  iou-wrk-3222     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] io_assign_current_work
     0.02%     0.01%  iou-wrk-3233     [kernel.vmlinux]    [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3217     [kernel.vmlinux]    [k] security_file_permission
     0.02%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] xas_init_marks
     0.02%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] io_assign_current_work
     0.02%     0.01%  iou-wrk-3217     [kernel.vmlinux]    [k] workingset_refault
     0.02%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] io_assign_current_work
     0.02%     0.00%  iou-wrk-3231     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] io_assign_current_work
     0.02%     0.00%  iou-wrk-3225     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.02%     0.01%  iou-wrk-3216     [kernel.vmlinux]    [k] security_file_permission
     0.02%     0.01%  iou-wrk-3202     [kernel.vmlinux]    [k] workingset_refault
     0.02%     0.01%  iou-wrk-3229     [kernel.vmlinux]    [k] io_req_complete_post
     0.02%     0.02%  iou-wrk-3218     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-3225     [kernel.vmlinux]    [k] mark_page_accessed
     0.02%     0.00%  fio              [kernel.vmlinux]    [k] wake_up_new_task
     0.02%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] io_assign_current_work
     0.02%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] del_timer_sync
     0.02%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.02%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] set_next_entity
     0.02%     0.01%  iou-wrk-3224     [kernel.vmlinux]    [k] security_file_permission
     0.02%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.02%     0.02%  iou-wrk-3225     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3215     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.02%     0.01%  iou-wrk-3232     [kernel.vmlinux]    [k] security_file_permission
     0.02%     0.01%  iou-wrk-3213     [kernel.vmlinux]    [k] security_file_permission
     0.02%     0.00%  iou-wrk-3223     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.02%  iou-wrk-3214     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] io_assign_current_work
     0.02%     0.02%  iou-wrk-3221     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3234     [kernel.vmlinux]    [k] workingset_refault
     0.02%     0.01%  iou-wrk-3228     [kernel.vmlinux]    [k] security_file_permission
     0.02%     0.01%  iou-wrk-3226     [kernel.vmlinux]    [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3230     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3231     [kernel.vmlinux]    [k] security_file_permission
     0.02%     0.01%  iou-wrk-3234     [kernel.vmlinux]    [k] security_file_permission
     0.02%     0.00%  iou-wrk-3228     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] io_assign_current_work
     0.02%     0.02%  iou-wrk-3209     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] io_assign_current_work
     0.02%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3212     [kernel.vmlinux]    [k] security_file_permission
     0.02%     0.01%  iou-wrk-3209     [kernel.vmlinux]    [k] io_req_complete_post
     0.02%     0.00%  iou-wrk-3206     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.02%     0.00%  iou-wrk-3204     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] io_assign_current_work
     0.02%     0.00%  iou-wrk-3233     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3232     [kernel.vmlinux]    [k] workingset_refault
     0.02%     0.02%  iou-wrk-3219     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  swapper          [kernel.vmlinux]    [k] ttwu_do_activate
     0.02%     0.02%  iou-wrk-3214     [kernel.vmlinux]    [k] mark_page_accessed
     0.02%     0.01%  iou-wrk-3198     [kernel.vmlinux]    [k] update_rq_clock
     0.02%     0.02%  iou-wrk-3234     [kernel.vmlinux]    [k] mark_page_accessed
     0.02%     0.00%  iou-wrk-3216     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.02%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3194     [kernel.vmlinux]    [k] security_file_permission
     0.02%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] io_assign_current_work
     0.02%     0.01%  iou-wrk-3220     [kernel.vmlinux]    [k] security_file_permission
     0.02%     0.01%  iou-wrk-3215     [kernel.vmlinux]    [k] io_req_complete_post
     0.02%     0.02%  iou-wrk-3204     [kernel.vmlinux]    [k] mark_page_accessed
     0.02%     0.01%  iou-wrk-3210     [kernel.vmlinux]    [k] workingset_refault
     0.02%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.02%     0.01%  iou-wrk-3224     [kernel.vmlinux]    [k] io_req_complete_post
     0.02%     0.01%  iou-wrk-3228     [kernel.vmlinux]    [k] io_req_complete_post
     0.02%     0.01%  iou-wrk-3228     [kernel.vmlinux]    [k] workingset_refault
     0.02%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3219     [kernel.vmlinux]    [k] submit_bio_checks
     0.02%     0.02%  iou-wrk-3195     [kernel.vmlinux]    [k] mark_page_accessed
     0.02%     0.01%  iou-wrk-3199     [kernel.vmlinux]    [k] workingset_refault
     0.02%     0.00%  iou-wrk-3225     [kernel.vmlinux]    [k] io_assign_current_work
     0.02%     0.01%  iou-wrk-3199     [kernel.vmlinux]    [k] security_file_permission
     0.02%     0.02%  iou-wrk-3206     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.02%  iou-wrk-3206     [kernel.vmlinux]    [k] mark_page_accessed
     0.02%     0.02%  iou-wrk-3227     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3210     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.02%     0.01%  iou-wrk-3236     [kernel.vmlinux]    [k] security_file_permission
     0.02%     0.00%  iou-wrk-3197     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3236     [kernel.vmlinux]    [k] io_req_complete_post
     0.02%     0.02%  iou-wrk-3230     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  fio              [kernel.vmlinux]    [k] task_tick_fair
     0.02%     0.01%  iou-wrk-3219     [kernel.vmlinux]    [k] workingset_refault
     0.02%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3222     [kernel.vmlinux]    [k] security_file_permission
     0.02%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3230     [kernel.vmlinux]    [k] security_file_permission
     0.02%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.02%     0.00%  kswapd0          [kernel.vmlinux]    [k] unaccount_page_cache_page
     0.02%     0.00%  iou-wrk-3220     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.02%     0.01%  iou-wrk-3235     [kernel.vmlinux]    [k] workingset_refault
     0.02%     0.01%  iou-wrk-3229     [kernel.vmlinux]    [k] security_file_permission
     0.02%     0.01%  iou-wrk-3212     [kernel.vmlinux]    [k] workingset_refault
     0.02%     0.02%  iou-wrk-3194     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3219     [kernel.vmlinux]    [k] security_file_permission
     0.02%     0.01%  iou-wrk-3198     [kernel.vmlinux]    [k] workingset_refault
     0.02%     0.00%  iou-wrk-3222     [kernel.vmlinux]    [k] io_assign_current_work
     0.02%     0.02%  iou-wrk-3236     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3228     [kernel.vmlinux]    [k] mark_page_accessed
     0.02%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] io_assign_current_work
     0.02%     0.00%  fio              [kernel.vmlinux]    [k] __vmalloc_node_range
     0.02%     0.01%  iou-wrk-3205     [kernel.vmlinux]    [k] io_req_complete_post
     0.02%     0.01%  swapper          [kernel.vmlinux]    [k] native_sched_clock
     0.02%     0.02%  iou-wrk-3220     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3230     [kernel.vmlinux]    [k] update_rq_clock
     0.02%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.02%     0.00%  iou-wrk-3208     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.02%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] io_assign_current_work
     0.02%     0.00%  iou-wrk-3234     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3217     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3199     [kernel.vmlinux]    [k] io_req_complete_post
     0.02%     0.01%  fio              [kernel.vmlinux]    [k] fget
     0.02%     0.00%  iou-wrk-3218     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.02%     0.01%  iou-wrk-3234     [kernel.vmlinux]    [k] update_rq_clock
     0.02%     0.00%  iou-wrk-3226     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.02%     0.00%  iou-wrk-3221     [kernel.vmlinux]    [k] io_assign_current_work
     0.02%     0.01%  iou-wrk-3231     [kernel.vmlinux]    [k] io_req_complete_post
     0.02%     0.01%  iou-wrk-3235     [kernel.vmlinux]    [k] io_req_complete_post
     0.02%     0.01%  iou-wrk-3221     [kernel.vmlinux]    [k] security_file_permission
     0.02%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] set_next_entity
     0.02%     0.01%  iou-wrk-3229     [kernel.vmlinux]    [k] update_rq_clock
     0.02%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.02%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] io_assign_current_work
     0.02%     0.01%  iou-wrk-3217     [kernel.vmlinux]    [k] mark_page_accessed
     0.02%     0.02%  iou-wrk-3228     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.01%  iou-wrk-3227     [kernel.vmlinux]    [k] mark_page_accessed
     0.02%     0.01%  iou-wrk-3224     [kernel.vmlinux]    [k] mark_page_accessed
     0.02%     0.02%  iou-wrk-3199     [kernel.vmlinux]    [k] __switch_to_asm
     0.02%     0.00%  iou-wrk-3224     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.02%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] io_assign_current_work
     0.01%     0.01%  iou-wrk-3220     [kernel.vmlinux]    [k] update_rq_clock
     0.01%     0.01%  iou-wrk-3210     [kernel.vmlinux]    [k] update_rq_clock
     0.01%     0.01%  iou-wrk-3204     [kernel.vmlinux]    [k] __switch_to_asm
     0.01%     0.00%  iou-wrk-3196     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.01%  iou-wrk-3202     [kernel.vmlinux]    [k] update_rq_clock
     0.01%     0.00%  iou-wrk-3212     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.01%     0.01%  iou-wrk-3195     [kernel.vmlinux]    [k] security_file_permission
     0.01%     0.01%  iou-wrk-3231     [kernel.vmlinux]    [k] mark_page_accessed
     0.01%     0.00%  iou-wrk-3229     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.01%  iou-wrk-3203     [kernel.vmlinux]    [k] __switch_to_asm
     0.01%     0.01%  iou-wrk-3212     [kernel.vmlinux]    [k] __switch_to_asm
     0.01%     0.00%  iou-wrk-3225     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] io_assign_current_work
     0.01%     0.01%  iou-wrk-3216     [kernel.vmlinux]    [k] lru_gen_add_page
     0.01%     0.01%  iou-wrk-3200     [kernel.vmlinux]    [k] update_rq_clock
     0.01%     0.00%  iou-wrk-3216     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.01%     0.01%  iou-wrk-3225     [kernel.vmlinux]    [k] update_rq_clock
     0.01%     0.00%  iou-wrk-3223     [kernel.vmlinux]    [k] io_assign_current_work
     0.01%     0.00%  iou-wrk-3216     [kernel.vmlinux]    [k] io_assign_current_work
     0.01%     0.00%  iou-wrk-3195     [kernel.vmlinux]    [k] io_assign_current_work
     0.01%     0.00%  iou-wrk-3236     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.01%     0.01%  swapper          [kernel.vmlinux]    [k] load_new_mm_cr3
     0.01%     0.00%  iou-wrk-3227     [kernel.vmlinux]    [k] io_assign_current_work
     0.01%     0.00%  iou-wrk-3205     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.01%  iou-wrk-3196     [kernel.vmlinux]    [k] security_file_permission
     0.01%     0.01%  iou-wrk-3197     [kernel.vmlinux]    [k] security_file_permission
     0.01%     0.00%  iou-wrk-3235     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.01%     0.01%  iou-wrk-3233     [kernel.vmlinux]    [k] update_rq_clock
     0.01%     0.01%  iou-wrk-3208     [kernel.vmlinux]    [k] __switch_to_asm
     0.01%     0.01%  iou-wrk-3200     [kernel.vmlinux]    [k] mark_page_accessed
     0.01%     0.01%  iou-wrk-3218     [kernel.vmlinux]    [k] security_file_permission
     0.01%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] sched_clock_cpu
     0.01%     0.00%  iou-wrk-3222     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.01%  iou-wrk-3226     [kernel.vmlinux]    [k] mark_page_accessed
     0.01%     0.01%  iou-wrk-3199     [kernel.vmlinux]    [k] mark_page_accessed
     0.01%     0.00%  iou-wrk-3216     [kernel.vmlinux]    [k] try_to_del_timer_sync
     0.01%     0.00%  iou-wrk-3194     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.01%  iou-wrk-3226     [kernel.vmlinux]    [k] xas_clear_mark
     0.01%     0.01%  iou-wrk-3200     [kernel.vmlinux]    [k] security_file_permission
     0.01%     0.00%  iou-wrk-3232     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.01%     0.00%  iou-wrk-3202     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.01%     0.01%  iou-wrk-3218     [kernel.vmlinux]    [k] mark_page_accessed
     0.01%     0.00%  iou-wrk-3198     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.01%  iou-wrk-3230     [kernel.vmlinux]    [k] mark_page_accessed
     0.01%     0.01%  iou-wrk-3223     [kernel.vmlinux]    [k] security_file_permission
     0.01%     0.01%  iou-wrk-3213     [kernel.vmlinux]    [k] mark_page_accessed
     0.01%     0.01%  iou-wrk-3209     [kernel.vmlinux]    [k] mark_page_accessed
     0.01%     0.00%  iou-wrk-3214     [kernel.vmlinux]    [k] xas_init_marks
     0.01%     0.00%  iou-wrk-3199     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.00%  iou-wrk-3219     [kernel.vmlinux]    [k] raw_spin_rq_lock_nested.constprop.0
     0.01%     0.01%  iou-wrk-3220     [kernel.vmlinux]    [k] mark_page_accessed
     0.01%     0.01%  iou-wrk-3202     [kernel.vmlinux]    [k] security_file_permission
     0.01%     0.00%  iou-wrk-3213     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.01%  iou-wrk-3198     [kernel.vmlinux]    [k] __switch_to_asm
     0.01%     0.01%  fio              [kernel.vmlinux]    [k] rcu_qs
     0.01%     0.01%  iou-wrk-3214     [kernel.vmlinux]    [k] update_rq_clock
     0.01%     0.01%  iou-wrk-3214     [kernel.vmlinux]    [k] lru_gen_add_page
     0.01%     0.01%  iou-wrk-3204     [kernel.vmlinux]    [k] update_rq_clock
     0.01%     0.00%  iou-wrk-3203     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.01%  iou-wrk-3209     [kernel.vmlinux]    [k] update_rq_clock
     0.01%     0.01%  iou-wrk-3216     [kernel.vmlinux]    [k] mark_page_accessed
     0.01%     0.01%  iou-wrk-3213     [kernel.vmlinux]    [k] __switch_to_asm
     0.01%     0.01%  iou-wrk-3231     [kernel.vmlinux]    [k] __free_one_page
     0.01%     0.01%  iou-wrk-3195     [kernel.vmlinux]    [k] update_rq_clock
     0.01%     0.01%  iou-wrk-3197     [kernel.vmlinux]    [k] mark_page_accessed
     0.01%     0.01%  iou-wrk-3209     [kernel.vmlinux]    [k] lru_gen_add_page
     0.01%     0.00%  iou-wrk-3209     [kernel.vmlinux]    [k] __mem_cgroup_charge
     0.01%     0.01%  iou-wrk-3224     [kernel.vmlinux]    [k] update_rq_clock
     0.01%     0.01%  iou-wrk-3208     [kernel.vmlinux]    [k] __free_one_page
     0.01%     0.01%  iou-wrk-3209     [kernel.vmlinux]    [k] security_file_permission
     0.01%     0.01%  iou-wrk-3194     [kernel.vmlinux]    [k] mark_page_accessed
