# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 64155171953591
#
# Children      Self  Command          Shared Object       Symbol                                             
# ........  ........  ...............  ..................  ...................................................
#
     0.00%     0.00%  iou-wrk-2930     [kernel.vmlinux]    [k] clear_buddies
     0.00%     0.00%  iou-wrk-2932     [kernel.vmlinux]    [k] psi_flags_change
     0.00%     0.00%  iou-wrk-2951     [kernel.vmlinux]    [k] run_posix_cpu_timers
     0.00%     0.00%  iou-wrk-2966     [kernel.vmlinux]    [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-2960     [kernel.vmlinux]    [k] finish_task_switch
     0.00%     0.00%  iou-wrk-2933     [kernel.vmlinux]    [k] ktime_get_update_offsets_now
     0.00%     0.00%  iou-wrk-2954     [kernel.vmlinux]    [k] mpage_end_io
     0.00%     0.00%  iou-wrk-2955     [kernel.vmlinux]    [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-2951     [kernel.vmlinux]    [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-2943     [kernel.vmlinux]    [k] native_load_tls
     0.00%     0.00%  iou-wrk-2939     [kernel.vmlinux]    [k] native_apic_msr_eoi_write
     0.00%     0.00%  iou-wrk-2954     [kernel.vmlinux]    [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-2939     [kernel.vmlinux]    [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-2939     [kernel.vmlinux]    [k] mem_cgroup_iter
     0.00%     0.00%  iou-wrk-2967     [kernel.vmlinux]    [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-2931     [kernel.vmlinux]    [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-2930     [kernel.vmlinux]    [k] bio_free
     0.00%     0.00%  iou-wrk-2955     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] acpi_evaluate_dsm
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] acpi_evaluate_object
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] acpi_ns_evaluate
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] acpi_ps_execute_method
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] acpi_ps_parse_aml
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] acpi_ps_parse_loop
     0.00%     0.00%  kworker/u160:3   [nfit]              [k] acpi_nfit_ctl
     0.00%     0.00%  kworker/u160:3   [nfit]              [k] acpi_nfit_scrub
     0.00%     0.00%  iou-wrk-2933     [kernel.vmlinux]    [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-2962     [kernel.vmlinux]    [k] memcg_check_events
     0.00%     0.00%  iou-wrk-2963     [kernel.vmlinux]    [k] policy_node
     0.00%     0.00%  iou-wrk-2944     [kernel.vmlinux]    [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-2942     [kernel.vmlinux]    [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-2957     [kernel.vmlinux]    [k] bio_free
     0.00%     0.00%  iou-wrk-2938     [kernel.vmlinux]    [k] __bio_add_page
     0.00%     0.00%  iou-wrk-2958     [kernel.vmlinux]    [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-2947     [kernel.vmlinux]    [k] init_timer_key
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] irq_work_tick
     0.00%     0.00%  iou-wrk-2957     [kernel.vmlinux]    [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-2937     [kernel.vmlinux]    [k] page_mapped
     0.00%     0.00%  iou-wrk-2963     [kernel.vmlinux]    [k] __queue_work
     0.00%     0.00%  iou-wrk-2963     [kernel.vmlinux]    [k] queue_work_on
     0.00%     0.00%  iou-wrk-2946     [kernel.vmlinux]    [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-2950     [kernel.vmlinux]    [k] clear_buddies
     0.00%     0.00%  iou-wrk-2942     [kernel.vmlinux]    [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-2946     [kernel.vmlinux]    [k] prep_new_page
     0.00%     0.00%  iou-wrk-2932     [kernel.vmlinux]    [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-2937     [kernel.vmlinux]    [k] arch_local_irq_enable
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] acpi_ds_exec_end_op
     0.00%     0.00%  iou-wrk-2929     [kernel.vmlinux]    [k] sched_clock
     0.00%     0.00%  iou-wrk-2936     [kernel.vmlinux]    [k] blk_cgroup_bio_start
     0.00%     0.00%  iou-wrk-2930     [kernel.vmlinux]    [k] blk_start_plug
     0.00%     0.00%  iou-wrk-2963     [kernel.vmlinux]    [k] bio_free
     0.00%     0.00%  iou-wrk-2968     [kernel.vmlinux]    [k] prep_new_page
     0.00%     0.00%  iou-wrk-2937     [kernel.vmlinux]    [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-2951     [kernel.vmlinux]    [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-2933     [kernel.vmlinux]    [k] hrtimer_active
     0.00%     0.00%  iou-wrk-2965     [kernel.vmlinux]    [k] account_system_index_time
     0.00%     0.00%  iou-wrk-2931     [kernel.vmlinux]    [k] hrtimer_wakeup
     0.00%     0.00%  iou-wrk-2946     [kernel.vmlinux]    [k] sched_slice
     0.00%     0.00%  iou-wrk-2961     [kernel.vmlinux]    [k] lru_note_cost_page
     0.00%     0.00%  iou-wrk-2936     [kernel.vmlinux]    [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-2957     [kernel.vmlinux]    [k] copy_mc_to_kernel
     0.00%     0.00%  iou-wrk-2929     [kernel.vmlinux]    [k] make_kuid
     0.00%     0.00%  iou-wrk-2958     [kernel.vmlinux]    [k] lru_note_cost_page
     0.00%     0.00%  iou-wrk-2952     [kernel.vmlinux]    [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-2935     [kernel.vmlinux]    [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-2942     [kernel.vmlinux]    [k] detach_if_pending
     0.00%     0.00%  iou-wrk-2945     [kernel.vmlinux]    [k] rw_verify_area
     0.00%     0.00%  iou-wrk-2965     [kernel.vmlinux]    [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-2939     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-2936     [kernel.vmlinux]    [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-2968     [kernel.vmlinux]    [k] clear_buddies
     0.00%     0.00%  iou-wrk-2955     [kernel.vmlinux]    [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-2940     [kernel.vmlinux]    [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-2933     [kernel.vmlinux]    [k] native_write_msr
     0.00%     0.00%  iou-wrk-2930     [kernel.vmlinux]    [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-2966     [kernel.vmlinux]    [k] __inode_security_revalidate
     0.00%     0.00%  iou-wrk-2948     [kernel.vmlinux]    [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-2957     [kernel.vmlinux]    [k] ext4_readahead
     0.00%     0.00%  iou-wrk-2962     [kernel.vmlinux]    [k] rw_verify_area
     0.00%     0.00%  iou-wrk-2962     [kernel.vmlinux]    [k] percpu_ref_put_many.constprop.0
     0.00%     0.00%  iou-wrk-2944     [kernel.vmlinux]    [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-2944     [kernel.vmlinux]    [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-2963     [kernel.vmlinux]    [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-2939     [kernel.vmlinux]    [k] rw_verify_area
     0.00%     0.00%  iou-wrk-2964     [kernel.vmlinux]    [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-2952     [kernel.vmlinux]    [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-2966     [kernel.vmlinux]    [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-2956     [kernel.vmlinux]    [k] make_kuid
     0.00%     0.00%  iou-wrk-2964     [kernel.vmlinux]    [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-2956     [kernel.vmlinux]    [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-2965     [kernel.vmlinux]    [k] native_write_msr
     0.00%     0.00%  iou-wrk-2933     [kernel.vmlinux]    [k] detach_if_pending
     0.00%     0.00%  iou-wrk-2937     [kernel.vmlinux]    [k] make_kgid
     0.00%     0.00%  iou-wrk-2937     [kernel.vmlinux]    [k] kthread_blkcg
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] irqtime_account_process_tick
     0.00%     0.00%  iou-wrk-2967     [kernel.vmlinux]    [k] free_pcp_prepare
     0.00%     0.00%  iou-wrk-2956     [kernel.vmlinux]    [k] __unfreeze_partials
     0.00%     0.00%  iou-wrk-2949     [kernel.vmlinux]    [k] avc_policy_seqno
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] update_wall_time
     0.00%     0.00%  iou-wrk-2966     [kernel.vmlinux]    [k] irqentry_enter
     0.00%     0.00%  iou-wrk-2965     [kernel.vmlinux]    [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-2957     [kernel.vmlinux]    [k] idr_find
     0.00%     0.00%  iou-wrk-2945     [kernel.vmlinux]    [k] set_next_buddy
     0.00%     0.00%  iou-wrk-2948     [kernel.vmlinux]    [k] blk_finish_plug
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] timerqueue_del
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] copy_process
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] __acct_update_integrals
     0.00%     0.00%  iou-wrk-2942     [kernel.vmlinux]    [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-2963     [kernel.vmlinux]    [k] dequeue_task
     0.00%     0.00%  iou-wrk-2955     [kernel.vmlinux]    [k] run_posix_cpu_timers
     0.00%     0.00%  iou-wrk-2945     [kernel.vmlinux]    [k] memcg_check_events
     0.00%     0.00%  iou-wrk-2938     [kernel.vmlinux]    [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-2941     [kernel.vmlinux]    [k] clear_buddies
     0.00%     0.00%  iou-wrk-2963     [kernel.vmlinux]    [k] memcg_check_events
     0.00%     0.00%  iou-wrk-2946     [kernel.vmlinux]    [k] __bio_add_page
     0.00%     0.00%  iou-wrk-2962     [kernel.vmlinux]    [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-2947     [kernel.vmlinux]    [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-2931     [kernel.vmlinux]    [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-2955     [kernel.vmlinux]    [k] set_next_buddy
     0.00%     0.00%  iou-wrk-2948     [kernel.vmlinux]    [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-2938     [kernel.vmlinux]    [k] native_apic_msr_eoi_write
     0.00%     0.00%  iou-wrk-2947     [kernel.vmlinux]    [k] __do_softirq
     0.00%     0.00%  iou-wrk-2947     [kernel.vmlinux]    [k] irq_exit_rcu
     0.00%     0.00%  iou-wrk-2959     [kernel.vmlinux]    [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-2953     [kernel.vmlinux]    [k] asm_sysvec_reschedule_ipi
     0.00%     0.00%  iou-wrk-2954     [kernel.vmlinux]    [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-2946     [kernel.vmlinux]    [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-2947     [kernel.vmlinux]    [k] page_mapped
     0.00%     0.00%  iou-wrk-2953     [kernel.vmlinux]    [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-2944     [kernel.vmlinux]    [k] propagate_protected_usage
     0.00%     0.00%  iou-wrk-2942     [kernel.vmlinux]    [k] clear_buddies
     0.00%     0.00%  iou-wrk-2950     [kernel.vmlinux]    [k] mpage_end_io
     0.00%     0.00%  iou-wrk-2939     [kernel.vmlinux]    [k] set_next_buddy
     0.00%     0.00%  iou-wrk-2931     [kernel.vmlinux]    [k] native_write_msr
     0.00%     0.00%  iou-wrk-2936     [kernel.vmlinux]    [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-2949     [kernel.vmlinux]    [k] PageHuge
     0.00%     0.00%  iou-wrk-2946     [kernel.vmlinux]    [k] psi_flags_change
     0.00%     0.00%  iou-wrk-2942     [kernel.vmlinux]    [k] rcu_sched_clock_irq
     0.00%     0.00%  iou-wrk-2929     [kernel.vmlinux]    [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-2937     [kernel.vmlinux]    [k] hrtimer_active
     0.00%     0.00%  iou-wrk-2958     [kernel.vmlinux]    [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-2937     [kernel.vmlinux]    [k] policy_node
     0.00%     0.00%  iou-wrk-2958     [kernel.vmlinux]    [k] __bio_add_page
     0.00%     0.00%  iou-wrk-2950     [kernel.vmlinux]    [k] bio_free
     0.00%     0.00%  iou-wrk-2942     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-2947     [kernel.vmlinux]    [k] PageHuge
     0.00%     0.00%  iou-wrk-2941     [kernel.vmlinux]    [k] account_system_index_time
     0.00%     0.00%  iou-wrk-2931     [kernel.vmlinux]    [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-2967     [kernel.vmlinux]    [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-2929     [kernel.vmlinux]    [k] detach_if_pending
     0.00%     0.00%  iou-wrk-2967     [kernel.vmlinux]    [k] account_system_index_time
     0.00%     0.00%  iou-wrk-2962     [kernel.vmlinux]    [k] init_timer_key
     0.00%     0.00%  iou-wrk-2957     [kernel.vmlinux]    [k] mempool_free
     0.00%     0.00%  iou-wrk-2942     [kernel.vmlinux]    [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-2956     [kernel.vmlinux]    [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-2934     [kernel.vmlinux]    [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-2938     [kernel.vmlinux]    [k] hrtimer_active
     0.00%     0.00%  iou-wrk-2945     [kernel.vmlinux]    [k] clear_buddies
     0.00%     0.00%  iou-wrk-2959     [kernel.vmlinux]    [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-2939     [kernel.vmlinux]    [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-2965     [kernel.vmlinux]    [k] rcu_note_context_switch
     0.00%     0.00%  iou-wrk-2956     [kernel.vmlinux]    [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-2944     [kernel.vmlinux]    [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-2945     [kernel.vmlinux]    [k] generic_file_read_iter
     0.00%     0.00%  iou-wrk-2948     [kernel.vmlinux]    [k] native_apic_msr_eoi_write
     0.00%     0.00%  iou-wrk-2930     [kernel.vmlinux]    [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-2957     [kernel.vmlinux]    [k] update_irq_load_avg
     0.00%     0.00%  iou-wrk-2938     [kernel.vmlinux]    [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  iou-wrk-2968     [kernel.vmlinux]    [k] rcu_sched_clock_irq
     0.00%     0.00%  iou-wrk-2932     [kernel.vmlinux]    [k] zone_reclaimable_pages
     0.00%     0.00%  iou-wrk-2932     [kernel.vmlinux]    [k] allow_direct_reclaim.part.0
     0.00%     0.00%  iou-wrk-2932     [kernel.vmlinux]    [k] throttle_direct_reclaim
     0.00%     0.00%  iou-wrk-2966     [kernel.vmlinux]    [k] available_idle_cpu
     0.00%     0.00%  iou-wrk-2968     [kernel.vmlinux]    [k] __unfreeze_partials
     0.00%     0.00%  iou-wrk-2953     [kernel.vmlinux]    [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-2953     [kernel.vmlinux]    [k] blk_finish_plug
     0.00%     0.00%  iou-wrk-2938     [kernel.vmlinux]    [k] mpage_end_io
     0.00%     0.00%  iou-wrk-2956     [kernel.vmlinux]    [k] io_wake_function
     0.00%     0.00%  iou-wrk-2939     [kernel.vmlinux]    [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-2952     [kernel.vmlinux]    [k] __intel_pmu_enable_all.constprop.0
     0.00%     0.00%  iou-wrk-2967     [kernel.vmlinux]    [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-2947     [kernel.vmlinux]    [k] blk_try_enter_queue
     0.00%     0.00%  iou-wrk-2953     [kernel.vmlinux]    [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-2967     [kernel.vmlinux]    [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-2937     [kernel.vmlinux]    [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-2965     [kernel.vmlinux]    [k] super_cache_count
     0.00%     0.00%  iou-wrk-2965     [kernel.vmlinux]    [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-2933     [kernel.vmlinux]    [k] init_timer_key
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] acpi_ex_resolve_to_value
     0.00%     0.00%  iou-wrk-2959     [kernel.vmlinux]    [k] avc_policy_seqno
     0.00%     0.00%  iou-wrk-2962     [kernel.vmlinux]    [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-2938     [kernel.vmlinux]    [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-2958     [kernel.vmlinux]    [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-2938     [kernel.vmlinux]    [k] __rdgsbase_inactive
     0.00%     0.00%  iou-wrk-2957     [kernel.vmlinux]    [k] mem_cgroup_iter
     0.00%     0.00%  iou-wrk-2953     [kernel.vmlinux]    [k] native_load_tls
     0.00%     0.00%  iou-wrk-2939     [kernel.vmlinux]    [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-2950     [kernel.vmlinux]    [k] __xas_next
     0.00%     0.00%  iou-wrk-2943     [kernel.vmlinux]    [k] mpage_end_io
     0.00%     0.00%  iou-wrk-2955     [kernel.vmlinux]    [k] __bio_try_merge_page
     0.00%     0.00%  iou-wrk-2940     [kernel.vmlinux]    [k] run_posix_cpu_timers
     0.00%     0.00%  iou-wrk-2931     [kernel.vmlinux]    [k] pagevec_add_and_need_flush
     0.00%     0.00%  iou-wrk-2943     [kernel.vmlinux]    [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-2950     [kernel.vmlinux]    [k] lapic_next_deadline
     0.00%     0.00%  iou-wrk-2957     [kernel.vmlinux]    [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-2943     [kernel.vmlinux]    [k] lruvec_memcg_debug
     0.00%     0.00%  iou-wrk-2937     [kernel.vmlinux]    [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-2961     [kernel.vmlinux]    [k] blk_flush_plug_list
     0.00%     0.00%  iou-wrk-2961     [kernel.vmlinux]    [k] rb_insert_color
     0.00%     0.00%  iou-wrk-2935     [kernel.vmlinux]    [k] hrtimer_update_next_event
     0.00%     0.00%  iou-wrk-2963     [kernel.vmlinux]    [k] propagate_protected_usage
     0.00%     0.00%  iou-wrk-2951     [kernel.vmlinux]    [k] init_timer_key
     0.00%     0.00%  iou-wrk-2931     [kernel.vmlinux]    [k] ktime_get_coarse_real_ts64
     0.00%     0.00%  iou-wrk-2948     [kernel.vmlinux]    [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-2929     [kernel.vmlinux]    [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-2942     [kernel.vmlinux]    [k] native_irq_return_iret
     0.00%     0.00%  iou-wrk-2955     [kernel.vmlinux]    [k] check_cfs_rq_runtime
     0.00%     0.00%  iou-wrk-2930     [kernel.vmlinux]    [k] __cgroup_account_cputime
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] acpi_ex_extract_from_field
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] acpi_ds_evaluate_name_path
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] acpi_ex_read_data_from_field
     0.00%     0.00%  kworker/u160:3   [kernel.vmlinux]    [k] acpi_ex_resolve_node_to_value
     0.00%     0.00%  iou-wrk-2951     [kernel.vmlinux]    [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-2960     [kernel.vmlinux]    [k] idr_find
     0.00%     0.00%  iou-wrk-2948     [kernel.vmlinux]    [k] __isolate_lru_page_prepare
     0.00%     0.00%  iou-wrk-2940     [kernel.vmlinux]    [k] put_cpu_partial
     0.00%     0.00%  iou-wrk-2934     [kernel.vmlinux]    [k] hrtimer_update_next_event
     0.00%     0.00%  iou-wrk-2939     [kernel.vmlinux]    [k] native_load_tls
     0.00%     0.00%  iou-wrk-2949     [kernel.vmlinux]    [k] raw_spin_rq_unlock
     0.00%     0.00%  iou-wrk-2954     [kernel.vmlinux]    [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-2956     [kernel.vmlinux]    [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-2960     [kernel.vmlinux]    [k] __calc_delta
     0.00%     0.00%  iou-wrk-2950     [kernel.vmlinux]    [k] blk_start_plug
     0.00%     0.00%  iou-wrk-2955     [kernel.vmlinux]    [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-2933     [kernel.vmlinux]    [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-2961     [kernel.vmlinux]    [k] native_apic_msr_eoi_write
     0.00%     0.00%  iou-wrk-2941     [kernel.vmlinux]    [k] rb_insert_color
     0.00%     0.00%  iou-wrk-2934     [kernel.vmlinux]    [k] total_mapcount
     0.00%     0.00%  iou-wrk-2931     [kernel.vmlinux]    [k] calc_wheel_index
     0.00%     0.00%  iou-wrk-2965     [kernel.vmlinux]    [k] sugov_update_single_freq
     0.00%     0.00%  iou-wrk-2954     [kernel.vmlinux]    [k] io_wqe_dec_running
     0.00%     0.00%  iou-wrk-2963     [kernel.vmlinux]    [k] clockevents_program_event
     0.00%     0.00%  iou-wrk-2932     [kernel.vmlinux]    [k] __page_cache_alloc
     0.00%     0.00%  iou-wrk-2958     [kernel.vmlinux]    [k] bio_free
