# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 32981024708691
#
# Children      Self  Command          Shared Object       Symbol                                               
# ........  ........  ...............  ..................  .....................................................
#
     0.00%     0.00%  kworker/u161:17  [kernel.vmlinux]    [k] pagevec_lookup_range_tag
     0.00%     0.00%  iou-wrk-3142     [kernel.vmlinux]    [k] mempool_alloc_slab
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] arch_local_irq_enable
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] __queue_work
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] put_task_stack
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] queue_work_on
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] account_kernel_stack
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]    [k] __mem_cgroup_threshold
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]    [k] memcg_check_events
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]    [k] invoke_rcu_core
     0.00%     0.00%  fio              fio                 [.] utime_since_now
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]    [k] check_preempt_wakeup
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] native_read_msr
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] arch_scale_freq_tick
     0.00%     0.00%  iou-wrk-3147     [kernel.vmlinux]    [k] do_page_cache_ra
     0.00%     0.00%  fio              fio                 [.] get_io_u
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] cpufreq_this_cpu_can_update
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] do_page_cache_ra
     0.00%     0.00%  kworker/48:2-mm  [kernel.vmlinux]    [k] page_counter_cancel
     0.00%     0.00%  kworker/48:2-mm  [kernel.vmlinux]    [k] __memcg_kmem_uncharge_page
     0.00%     0.00%  kworker/48:2-mm  [kernel.vmlinux]    [k] __schedule
     0.00%     0.00%  kworker/48:2-mm  [kernel.vmlinux]    [k] finish_task_switch
     0.00%     0.00%  kworker/48:2-mm  [kernel.vmlinux]    [k] obj_cgroup_uncharge_pages
     0.00%     0.00%  kworker/48:2-mm  [kernel.vmlinux]    [k] page_counter_uncharge
     0.00%     0.00%  kworker/48:2-mm  [kernel.vmlinux]    [k] put_task_stack
     0.00%     0.00%  kworker/48:2-mm  [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]    [k] ntp_tick_length
     0.00%     0.00%  kworker/18:1-mm  [kernel.vmlinux]    [k] psi_group_change
     0.00%     0.00%  kworker/18:1-mm  [kernel.vmlinux]    [k] psi_task_switch
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] detach_entity_cfs_rq
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] rcu_accelerate_cbs_unlocked
     0.00%     0.00%  kworker/76:2-mm  [kernel.vmlinux]    [k] free_vmap_area_noflush
     0.00%     0.00%  kworker/76:2-mm  [kernel.vmlinux]    [k] remove_vm_area
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] irq_enter_rcu
     0.00%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] error_entry
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] task_rq_lock
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] sched_move_task
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] activate_task
     0.00%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] attach_task
     0.00%     0.00%  iou-wrk-3161     [kernel.vmlinux]    [k] xas_nomem
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]    [k] account_kernel_stack
     0.00%     0.00%  iou-wrk-3144     [kernel.vmlinux]    [k] __wake_up
     0.00%     0.00%  iou-wrk-3167     [kernel.vmlinux]    [k] should_fail_bio
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] __intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3167     [kernel.vmlinux]    [k] timekeeping_advance
     0.00%     0.00%  iou-wrk-3167     [kernel.vmlinux]    [k] update_wall_time
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] native_read_msr
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]    [k] free_unref_page_commit.isra.0
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] PageHuge
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] __queue_work
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] queue_work_on
     0.00%     0.00%  iou-wrk-3147     [kernel.vmlinux]    [k] cpumask_next
     0.00%     0.00%  ksoftirqd/36     [kernel.vmlinux]    [k] ftrace_graph_exit_task
     0.00%     0.00%  ksoftirqd/36     [kernel.vmlinux]    [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/36     [kernel.vmlinux]    [k] free_task
     0.00%     0.00%  ksoftirqd/36     [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  ksoftirqd/36     [kernel.vmlinux]    [k] rcu_core
     0.00%     0.00%  ksoftirqd/36     [kernel.vmlinux]    [k] rcu_do_batch
     0.00%     0.00%  ksoftirqd/36     [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/36     [kernel.vmlinux]    [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/36     [kernel.vmlinux]    [k] smpboot_thread_fn
     0.00%     0.00%  iou-wrk-3152     [kernel.vmlinux]    [k] sugov_iowait_apply
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]    [k] update_vsyscall
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]    [k] timekeeping_update
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] flush_ptrace_hw_breakpoint
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]    [k] hrtimer_active
     0.00%     0.00%  iou-wrk-3144     [kernel.vmlinux]    [k] list_lru_count_one
     0.00%     0.00%  iou-wrk-3144     [kernel.vmlinux]    [k] super_cache_count
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]    [k] fscrypt_set_bio_crypt_ctx
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]    [k] activate_task
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]    [k] attach_task
     0.00%     0.00%  kworker/2:3-mm_  [kernel.vmlinux]    [k] account_kernel_stack
     0.00%     0.00%  kworker/2:3-mm_  [kernel.vmlinux]    [k] __schedule
     0.00%     0.00%  kworker/2:3-mm_  [kernel.vmlinux]    [k] finish_task_switch
     0.00%     0.00%  kworker/2:3-mm_  [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  kworker/2:3-mm_  [kernel.vmlinux]    [k] put_task_stack
     0.00%     0.00%  kworker/2:3-mm_  [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  kworker/2:3-mm_  [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  kworker/2:3-mm_  [kernel.vmlinux]    [k] worker_thread
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] memcmp
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]    [k] free_task
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]    [k] rcu_core
     0.00%     0.00%  iou-wrk-3154     [kernel.vmlinux]    [k] rcu_do_batch
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] PageHuge
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] rcu_sched_clock_irq
     0.00%     0.00%  iou-wrk-3152     [kernel.vmlinux]    [k] __x2apic_send_IPI_dest
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] irq_work_tick
     0.00%     0.00%  iou-wrk-3138     [kernel.vmlinux]    [k] __hrtimer_next_event_base
     0.00%     0.00%  iou-wrk-3142     [kernel.vmlinux]    [k] perf_swevent_stop
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] idr_find
     0.00%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] __resolve_freq
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] __hrtimer_next_event_base
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] __intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] intel_pmu_disable_all
     0.00%     0.00%  iou-wrk-3161     [kernel.vmlinux]    [k] tick_program_event
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] cgroup_release
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] release_task
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]    [k] activate_task
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]    [k] attach_task
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] queued_write_lock_slowpath
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] activate_task
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] attach_task
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] perf_output_begin
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] perf_event_comm
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] perf_event_comm_output
     0.00%     0.00%  kworker/34:1-mm  [kernel.vmlinux]    [k] free_vmap_area_noflush
     0.00%     0.00%  kworker/34:1-mm  [kernel.vmlinux]    [k] remove_vm_area
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] cr4_update_irqsoff
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] run_posix_cpu_timers
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] kmem_cache_free
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] rcu_core
     0.00%     0.00%  kswapd0          [kernel.vmlinux]    [k] rcu_do_batch
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] arch_scale_freq_tick
     0.00%     0.00%  kworker/8:1-mm_  [kernel.vmlinux]    [k] free_pcppages_bulk
     0.00%     0.00%  kworker/8:1-mm_  [kernel.vmlinux]    [k] free_unref_page
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]    [k] run_timer_softirq
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] note_gp_changes
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] rcu_core
     0.00%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] __queue_work
     0.00%     0.00%  iou-wrk-3176     [kernel.vmlinux]    [k] queue_work_on
     0.00%     0.00%  iou-wrk-3147     [kernel.vmlinux]    [k] calc_global_load_tick
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] tick_sched_do_timer
     0.00%     0.00%  iou-wrk-3172     [kernel.vmlinux]    [k] trigger_load_balance
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] perf_output_begin
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] perf_event_task
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] perf_event_task_output
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] perf_iterate_sb
     0.00%     0.00%  iou-wrk-3142     [kernel.vmlinux]    [k] x86_pmu_disable
     0.00%     0.00%  kworker/10:1-mm  [kernel.vmlinux]    [k] free_vmap_area_noflush
     0.00%     0.00%  kworker/10:1-mm  [kernel.vmlinux]    [k] remove_vm_area
     0.00%     0.00%  kworker/22:2-mm  [kernel.vmlinux]    [k] switch_mm_irqs_off
     0.00%     0.00%  kworker/22:2-mm  [kernel.vmlinux]    [k] __schedule
     0.00%     0.00%  kworker/22:2-mm  [kernel.vmlinux]    [k] schedule
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] do_page_cache_ra
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-3158     [kernel.vmlinux]    [k] __accumulate_pelt_segments
     0.00%     0.00%  iou-wrk-3144     [kernel.vmlinux]    [k] __perf_event_header__init_id.isra.0
     0.00%     0.00%  iou-wrk-3144     [kernel.vmlinux]    [k] perf_event_task
     0.00%     0.00%  iou-wrk-3144     [kernel.vmlinux]    [k] perf_event_task_output
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]    [k] should_fail_alloc_page
     0.00%     0.00%  iou-wrk-3142     [kernel.vmlinux]    [k] copy_mc_to_kernel
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] note_gp_changes
     0.00%     0.00%  iou-wrk-3143     [kernel.vmlinux]    [k] rcu_core
     0.00%     0.00%  iou-wrk-3139     [kernel.vmlinux]    [k] set_task_cpu
     0.00%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] asm_sysvec_call_function
     0.00%     0.00%  iou-wrk-3175     [kernel.vmlinux]    [k] irqtime_account_process_tick
     0.00%     0.00%  iou-wrk-3146     [kernel.vmlinux]    [k] cpumask_next_wrap
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]    [k] refill_stock
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  iou-wrk-3155     [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  iou-wrk-3161     [kernel.vmlinux]    [k] lru_add_drain
     0.00%     0.00%  iou-wrk-3161     [kernel.vmlinux]    [k] lru_add_drain_cpu
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]    [k] __hrtimer_next_event_base
     0.00%     0.00%  iou-wrk-3153     [kernel.vmlinux]    [k] hrtimer_update_next_event
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]    [k] __queue_work
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]    [k] put_task_stack
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]    [k] queue_work_on
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] perf_output_copy
     0.00%     0.00%  iou-wrk-3164     [kernel.vmlinux]    [k] __perf_event__output_id_sample
     0.00%     0.00%  iou-wrk-3149     [kernel.vmlinux]    [k] flush_tlb_func
     0.00%     0.00%  iou-wrk-3149     [kernel.vmlinux]    [k] flush_smp_call_function_queue
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] sched_slice
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] should_failslab
     0.00%     0.00%  iou-wrk-3167     [kernel.vmlinux]    [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]    [k] page_counter_cancel
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]    [k] page_counter_uncharge
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] cpumask_next_and
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] find_busiest_group
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  iou-wrk-3149     [kernel.vmlinux]    [k] tick_sched_do_timer
     0.00%     0.00%  kworker/36:1-mm  [kernel.vmlinux]    [k] refresh_cpu_vm_stats
     0.00%     0.00%  kworker/36:1-mm  [kernel.vmlinux]    [k] vmstat_update
     0.00%     0.00%  iou-wrk-3144     [kernel.vmlinux]    [k] __accumulate_pelt_segments
     0.00%     0.00%  iou-wrk-3141     [kernel.vmlinux]    [k] exit_signals
     0.00%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] perf_swevent_start
     0.00%     0.00%  kworker/18:1-mm  [kernel.vmlinux]    [k] collect_percpu_times
     0.00%     0.00%  kworker/18:1-mm  [kernel.vmlinux]    [k] psi_avgs_work
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]    [k] obj_cgroup_uncharge_pages
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]    [k] rcu_core
     0.00%     0.00%  iou-wrk-3148     [kernel.vmlinux]    [k] rcu_do_batch
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] list_lru_count_one
     0.00%     0.00%  kcompactd0       [kernel.vmlinux]    [k] irq_work_tick
     0.00%     0.00%  iou-wrk-3145     [kernel.vmlinux]    [k] wakeup_kswapd
     0.00%     0.00%  iou-wrk-3156     [kernel.vmlinux]    [k] cpuset_nodemask_valid_mems_allowed
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] activate_task
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] attach_task
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] mem_cgroup_handle_over_high
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] count_shadow_nodes
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] activate_task
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] attach_task
     0.00%     0.00%  iou-wrk-3171     [kernel.vmlinux]    [k] load_balance
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] rcu_report_qs_rnp
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] account_kernel_stack
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]    [k] _raw_spin_trylock
     0.00%     0.00%  iou-wrk-3150     [kernel.vmlinux]    [k] note_gp_changes
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] trigger_load_balance
     0.00%     0.00%  iou-wrk-3168     [kernel.vmlinux]    [k] __hrtimer_get_next_event
     0.00%     0.00%  iou-wrk-3169     [kernel.vmlinux]    [k] rcu_segcblist_ready_cbs
     0.00%     0.00%  iou-wrk-3167     [kernel.vmlinux]    [k] irq_work_tick
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] inet_gro_receive
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] __bnxt_poll_work
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] __napi_poll
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] bnxt_poll
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] bnxt_rx_pkt
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] dev_gro_receive
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] napi_gro_receive
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] net_rx_action
     0.00%     0.00%  ksoftirqd/34     [kernel.vmlinux]    [k] rcu_cblist_dequeue
     0.00%     0.00%  ksoftirqd/34     [kernel.vmlinux]    [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/34     [kernel.vmlinux]    [k] kthread
     0.00%     0.00%  ksoftirqd/34     [kernel.vmlinux]    [k] rcu_core
     0.00%     0.00%  ksoftirqd/34     [kernel.vmlinux]    [k] rcu_do_batch
     0.00%     0.00%  ksoftirqd/34     [kernel.vmlinux]    [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/34     [kernel.vmlinux]    [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/34     [kernel.vmlinux]    [k] smpboot_thread_fn
     0.00%     0.00%  iou-wrk-3146     [kernel.vmlinux]    [k] _mix_pool_bytes
     0.00%     0.00%  iou-wrk-3146     [kernel.vmlinux]    [k] add_device_randomness
     0.00%     0.00%  iou-wrk-3142     [kernel.vmlinux]    [k] sched_slice
     0.00%     0.00%  iou-wrk-3173     [kernel.vmlinux]    [k] sched_slice
     0.00%     0.00%  fio              [kernel.vmlinux]    [k] init_dl_task_timer
     0.00%     0.00%  iou-wrk-3163     [kernel.vmlinux]    [k] hrtick_update
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] __queue_work
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] put_task_stack
     0.00%     0.00%  iou-wrk-3166     [kernel.vmlinux]    [k] queue_work_on
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] llist_add_batch
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] __smp_call_single_queue
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] generic_exec_single
     0.00%     0.00%  iou-wrk-3160     [kernel.vmlinux]    [k] smp_call_function_single_async
     0.00%     0.00%  iou-wrk-3174     [kernel.vmlinux]    [k] should_fail_bio
     0.00%     0.00%  iou-wrk-3142     [kernel.vmlinux]    [k] should_fail_bio
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] fput
     0.00%     0.00%  iou-wrk-3170     [kernel.vmlinux]    [k] switch_ldt
     0.00%     0.00%  kworker/66:2-mm  [kernel.vmlinux]    [k] free_unref_page_commit.isra.0
     0.00%     0.00%  kworker/66:2-mm  [kernel.vmlinux]    [k] free_unref_page
     0.00%     0.00%  iou-wrk-3161     [kernel.vmlinux]    [k] __accumulate_pelt_segments
     0.00%     0.00%  iou-wrk-3159     [kernel.vmlinux]    [k] perf_swevent_start
     0.00%     0.00%  iou-wrk-3162     [kernel.vmlinux]    [k] hrtimer_forward
     0.00%     0.00%  iou-wrk-3152     [kernel.vmlinux]    [k] sched_slice
     0.00%     0.00%  iou-wrk-3165     [kernel.vmlinux]    [k] hrtimer_active
